pokedex_number	Name	type1	type2	abilities	hp	attack	defense	sp_attack	sp_defense	speed	Red	Blue	Blue (Japan)	Yellow	Gold	Silver	Crystal	Ruby	Sapphire	Emerald	FireRed	LeafGreen	Colosseum	XD	Diamond	Pearl	Platinum	HeartGold	SoulSilver	Pal Park	Black	White	Black 2	White 2	X	Y	Omega Ruby	Alpha Sapphire	Sun	Moon	Ultra Sun	Ultra Moon	Let's Go Pikachu	Let's Go Eevee	Sword	Shield	Expansion Pass	Brilliant Diamond	Shining Pearl	Legends: Arceus	Scarlet	Violet
#0324	Torkoal	fire		['White Smoke', 'Drought', 'Shell Armor']	70	85	140	85	70	20								Fiery Path	Fiery Path	 Fiery Path, Magma Hideout	Trade	Trade	 Trade	 Trade	Route 227, Stark Mountain (Poké Radar)	Route 227, Stark Mountain (Poké Radar)	 Route 227, Stark Mountain (Poké Radar)	Safari Zone (Savannah with 35 Peak points)	Safari Zone (Savannah with 35 Peak points)	 Mountain	Poké Transfer or Pokémon Dream World	Poké Transfer or Pokémon Dream World	Poké Transfer or Pokémon Dream World	Poké Transfer or Pokémon Dream World	Route 18	Route 18	Fiery Path	Fiery Path	Route 12, Blush Mountain	Route 12, Blush Mountain	Route 12, Blush Mountain	Route 12, Blush Mountain	Unobtainable	Unobtainable	Route 6, Motostoke Riverbank, Giant's Cap, Giant's MirrorDusty Bowl, Giant's Cap, Hammerlocke Hills, Lake of Outrage, Stony Wilderness (Max Raid Battle)	Route 6, Motostoke Riverbank, Giant's Cap, Giant's MirrorDusty Bowl, Giant's Cap, Hammerlocke Hills, Lake of Outrage, Stony Wilderness (Max Raid Battle)	 Warm-Up Tunnel, Potbottom DesertFields of Honor, Loop Lagoon (Max Raid Battle)Max Lair (Dynamax Adventure)	Route 227, Stark Mountain (Poké Radar)Grand Underground - Sandsear Cave, Volcanic Cave, Typhlo Cavern (After obtaining the National Pokédex)	Route 227, Stark Mountain (Poké Radar)Grand Underground - Sandsear Cave, Volcanic Cave, Typhlo Cavern (After obtaining the National Pokédex)	 Unobtainable	East Province: Area ThreeWest Province: Area One (Normal Tera Type)Tera Raid Battles (4★, 6★)	East Province: Area ThreeWest Province: Area One (Normal Tera Type)Tera Raid Battles (4★, 6★)
#0325	Spoink	psychic		['Thick Fat', 'Own Tempo', 'Gluttony']	60	25	35	70	80	60								Jagged Pass	Jagged Pass	 Jagged Pass	Trade, Event	Trade, Event	 Trade	 Trade	Route 214 (Swarm)	Route 214 (Swarm)	 Route 214 (Swarm)	Ilex Forest, Viridian Forest (Hoenn Sound)	Ilex Forest, Viridian Forest (Hoenn Sound)	 Field	Trade	Trade	 Reversal Mountain	 Trade	Route 8	Route 8	Jagged Pass	Jagged Pass	Trade	Trade	Breed Grumpig	Breed Grumpig	Unobtainable	Unobtainable	Unobtainable	Unobtainable		Route 214 (Swarm)	Route 214 (Swarm)	 Unobtainable	South Province: Area ThreeTera Raid Battles (2★)	South Province: Area ThreeTera Raid Battles (2★)
#0326	Grumpig	psychic		['Thick Fat', 'Own Tempo', 'Gluttony']	80	45	65	90	110	80								Evolve Spoink	Evolve Spoink	 Evolve Spoink	Trade	Trade	 Trade	 Trade	Evolve Spoink	Evolve Spoink	 Evolve Spoink	Evolve Spoink	Evolve Spoink	 Field	Trade	Trade	 Reversal Mountain	 Trade	Friend Safari (Psychic)	Friend Safari (Psychic)	Evolve Spoink	Evolve Spoink	Trade	Trade	Ultra Space Wilds (Rocky World)	Ultra Space Wilds (Rocky World)	Unobtainable	Unobtainable	Unobtainable	Unobtainable		Evolve Spoink	Evolve Spoink	 Unobtainable	South Province: Area FourNorth Province: Area One, Area Two, Dalizapa PassageTera Raid Battles (4★)	South Province: Area FourNorth Province: Area One, Area Two, Dalizapa PassageTera Raid Battles (4★)
#0327	Spinda	normal		['Own Tempo', 'Tangled Feet', 'Contrary']	60	60	60	60	60	60								Route 113	Route 113	 Route 113	Trade, Event	Trade, Event	 Trade	 Trade	Route 227 (Swarm)	Route 227 (Swarm)	 Route 227 (Swarm)	Safari Zone (Desert with 14 Plains points)Sprout Tower, Bell Tower, Burned Tower (Hoenn Sound)	Safari Zone (Desert with 14 Plains points)Sprout Tower, Bell Tower, Burned Tower (Hoenn Sound)	 Field	Trade	Trade	Trade with Curtis or Yancy in Nimbasa City	Trade with Curtis or Yancy in Nimbasa City	Route 21Route 21 (Horde Encounter)	Route 21Route 21 (Horde Encounter)	Route 113	Route 113	Ten Carat Hill	Ten Carat Hill	Ten Carat Hill	Ten Carat Hill	Unobtainable	Unobtainable	Unobtainable	Unobtainable		Route 227 (Swarm)	Route 227 (Swarm)	 Unobtainable	Unobtainable	Unobtainable
#0328	Trapinch	ground		['Hyper Cutter', 'Arena Trap', 'Sheer Force']	45	100	45	45	45	10								Route 111	Route 111	 Route 111, Mirage Tower	Trade	Trade	 Trade	 Rock Poké Spot	Route 228 (Poké Radar)	Route 228 (Poké Radar)	 Trade	Safari Zone (Desert with 49 Peak points)	Safari Zone (Desert with 49 Peak points)	 Mountain	 Trade, Event	 White Forest	Desert Resort, Reversal Mountain	Desert Resort, Reversal Mountain	Route 13, Friend Safari (Ground)	Route 13, Friend Safari (Ground)	Route 111	Route 111	Haina Desert	Haina Desert	Haina Desert	Haina Desert	Unobtainable	Unobtainable	Route 6, Hammerlocke HillsShRolling Fields, Axew's Eye, Dusty Bowl (Max Raid Battle)	Route 6, Hammerlocke HillsShRolling Fields, Axew's Eye, Dusty Bowl (Max Raid Battle)		Route 228 (Poké Radar)Grand Underground - Rocky Cave, Big Bluff Cavern, Sandsear Cave (After obtaining the National Pokédex)	Route 228 (Poké Radar)Grand Underground - Rocky Cave, Big Bluff Cavern, Sandsear Cave (After obtaining the National Pokédex)	 Unobtainable	Unobtainable	Unobtainable
#0329	Vibrava	ground	dragon	['Levitate']	50	70	50	50	50	70								Evolve Trapinch	Evolve Trapinch	 Evolve Trapinch	Trade	Trade	 Shadow PKMN Lab (Shadow)	 Evolve Trapinch	Route 228 (Poké Radar)	Route 228 (Poké Radar)	 Trade	Safari Zone (Desert with 49 Forest points)	Safari Zone (Desert with 49 Forest points)	 Mountain	 Trade	 Evolve Trapinch	Reversal Mountain (Dark grass)	Reversal Mountain (Dark grass)	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Evolve Trapinch	Unobtainable	Unobtainable	Rolling Fields, Axew's EyeSh, Dusty Bowl (Max Raid Battle)	Rolling Fields, Axew's EyeSh, Dusty Bowl (Max Raid Battle)		Route 228 (Poké Radar)Grand Underground - Grassland Cave, Sunlit Cavern, Rocky Cave, Big Bluff Cavern (After obtaining the National Pokédex)	Route 228 (Poké Radar)Grand Underground - Grassland Cave, Sunlit Cavern, Rocky Cave, Big Bluff Cavern (After obtaining the National Pokédex)	 Unobtainable	Unobtainable	Unobtainable
#0330	Flygon	ground	dragon	['Levitate']	80	100	80	80	80	100								Evolve Vibrava	Evolve Vibrava	 Evolve Vibrava	Trade	Trade	 Evolve Vibrava	 Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	 Trade	Evolve Vibrava	Evolve Vibrava	 Mountain	 Trade	 Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Evolve Vibrava	Unobtainable	Unobtainable	Lake of OutrageDusty Bowl (Wanderer)Rolling Fields, Axew's EyeSh, Dusty Bowl (Max Raid Battle)	Lake of OutrageDusty Bowl (Wanderer)Rolling Fields, Axew's EyeSh, Dusty Bowl (Max Raid Battle)	 Max Lair (Dynamax Adventure)	Evolve Vibrava	Evolve Vibrava	 Unobtainable	Unobtainable	Unobtainable
#0331	Cacnea	grass		['Sand Veil', 'Water Absorb']	50	85	40	85	40	35								Route 111	Route 111	 Route 111	Trade	Trade	 Trade	 Trade	Route 228	Route 228	 Route 228	Safari Zone (Desert with 35 Forest points)	Safari Zone (Desert with 35 Forest points)	 Mountain	Trade	Trade	Breed Cacturne	Breed Cacturne	Breed Cacturne	Breed Cacturne	Route 111	Route 111	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	Unobtainable	Unobtainable		Route 228Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Rocky Cave, Big Bluff Cavern, Stargleam Cavern (After obtaining the National Pokédex)	Route 228Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Rocky Cave, Big Bluff Cavern, Stargleam Cavern (After obtaining the National Pokédex)	 Unobtainable	West Province: Asado DesertTera Raid Battles (2★)	West Province: Asado DesertTera Raid Battles (2★)
#0332	Cacturne	grass	dark	['Sand Veil', 'Water Absorb']	70	115	60	115	60	55								Evolve Cacnea	Evolve Cacnea	 Evolve Cacnea	Trade	Trade	 Trade	 Trade	Route 228	Route 228	 Route 228	Safari Zone (Desert with 42 Waterside points; Savannah with 35 Forest points)	Safari Zone (Desert with 42 Waterside points; Savannah with 35 Forest points)	 Mountain	Trade	Trade	Reversal Mountain (Swarm)	Reversal Mountain (Swarm)	Friend Safari (Dark)	Friend Safari (Dark)	Evolve Cacnea	Evolve Cacnea	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	Unobtainable	Unobtainable		Route 228Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Rocky Cave, Big Bluff Cavern, Stargleam Cavern (After obtaining the National Pokédex)	Route 228Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Rocky Cave, Big Bluff Cavern, Stargleam Cavern (After obtaining the National Pokédex)	 Unobtainable	West Province: Asado DesertTera Raid Battles (4★)	West Province: Asado DesertTera Raid Battles (4★)
#0333	Swablu	normal	flying	['Natural Cure', 'Cloud Nine']	45	40	60	40	75	50								Routes 114 and 115	Routes 114 and 115	 Routes 114 and 115	Trade	Trade	 Pyrite Cave (Shadow)	 Trade	Route 211* (Poké Radar)	Route 211* (Poké Radar)	 Route 210	Route 45 (Swarm)	Route 45 (Swarm)	 Field	Breed Altaria	Breed Altaria	Route 14 and Abundant ShrineAbundant Shrine (Hidden Grotto)*Transfer from Dream Radar	Route 14 and Abundant ShrineAbundant Shrine (Hidden Grotto)*Transfer from Dream Radar	Route 21 (Horde Encounter)	Route 21 (Horde Encounter)	Routes 114 and 115, Soaring in the skySky Pillar (Horde Encounter)	Routes 114 and 115, Soaring in the skySky Pillar (Horde Encounter)	Trade	Trade	Breed Altaria	Breed Altaria	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Slippery Slope, Frostpoint Field, Giant's Bed, Path to the Peak, Giant's Foot, Frigid Sea, Three-Point Pass, Ballimere LakeSlippery Slope, Frostpoint Field, Giant's Bed (Wanderer)	Route 211* (Poké Radar)Grand Underground - Spacious Cave, Whiteout Cave, Icy Cave, Fountainspring Cave, Glacial Cavern	Route 211* (Poké Radar)Grand Underground - Spacious Cave, Whiteout Cave, Icy Cave, Fountainspring Cave, Glacial Cavern	 Unobtainable	South Province: Area Three, Area Four, Area Five, Area SixEast Province: Area OneWest Province: Area OneNorth Province: Casseroya LakeTera Raid Battles (1★)	South Province: Area Three, Area Four, Area Five, Area SixEast Province: Area OneWest Province: Area OneNorth Province: Casseroya LakeTera Raid Battles (1★)
#0334	Altaria	dragon	flying	['Natural Cure', 'Cloud Nine']	75	70	90	70	105	80								Sky Pillar	Sky Pillar	 Sky Pillar	Trade	Trade	 Evolve Swablu	 Citadark Isle (Shadow)	Evolve Swablu	Evolve Swablu	 Evolve Swablu	Evolve Swablu	Evolve Swablu	 Field	Route 14	Route 14	Route 14, Victory Road, Abundant Shrine, Nature Preserve	Route 14, Victory Road, Abundant Shrine, Nature Preserve	Route 21	Route 21	Evolve Swablu	Evolve Swablu	Trade	Trade	Ultra Space Wilds (Cliff World)	Ultra Space Wilds (Cliff World)	Unobtainable	Unobtainable	TradeVersion 1.3.0+	TradeVersion 1.3.0+	 Giant's Bed, Path to the Peak, Giant's Foot, Frigid Sea, Ballimere Lake (Wanderer)Max Lair (Dynamax Adventure)	Evolve Swablu	Evolve Swablu	 Unobtainable	South Province: Area SixWest Province: Area ThreeNorth Province: Area One, Area Two, Casseroya LakeWest Province: Area One (Fairy Tera Type)Tera Raid Battles (5★)	South Province: Area SixWest Province: Area ThreeNorth Province: Area One, Area Two, Casseroya LakeWest Province: Area One (Fairy Tera Type)Tera Raid Battles (5★)
#0335	Zangoose	normal		['Immunity', 'Toxic Boost']	73	115	60	60	60	90								 Route 114	 Trade, Event	 Trade, Event	Trade, Event	Trade, Event	 Trade	 Cipher Key Lair (Shadow)	Routes 208 and 210 (Ruby)	Routes 208 and 210 (Ruby)	 Routes 208 and 210 (Ruby)	Safari Zone (Peak with 12 Plains points; Plains with 15 Peak points)	Safari Zone (Peak with 12 Plains points; Plains with 15 Peak points)	 Field	Route 11, Village Bridge	Route 11, Village Bridge	Routes 7 and 11, Village BridgeRoutes 7 and 23 (Hidden Grotto)	Routes 7 and 11, Village BridgeRoutes 7 and 23 (Hidden Grotto)	Route 8	Route 8	 Route 114	 Trade	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	Unobtainable	Unobtainable		 Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Bogsunk Cavern, Dazzling Cave, Stargleam Cavern (After obtaining the National Pokédex)	 Trade	 Unobtainable	South Province: Area Three, Area FiveTera Raid Battles (3★, 4★)	South Province: Area Three, Area FiveTera Raid Battles (3★, 4★)
#0336	Seviper	poison		['Shed Skin', 'Infiltrator']	73	100	60	100	60	65								 Trade	 Route 114	 Route 114	Trade	Trade	 Trade	 Trade	Routes 208, 210 (Sapphire)	Routes 208, 210 (Sapphire)	 Routes 208, 210 (Sapphire)	Safari Zone (tall grass in Marshland with 35 Plains points)	Safari Zone (tall grass in Marshland with 35 Plains points)	 Forest	Route 11, Village Bridge	Route 11, Village Bridge	Routes 7 and 11, Village BridgeRoutes 7 and 23 (Hidden Grotto)	Routes 7 and 11, Village BridgeRoutes 7 and 23 (Hidden Grotto)	Route 8, Friend Safari (Poison)	Route 8, Friend Safari (Poison)	 Trade	 Route 114	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	Unobtainable	Unobtainable		 Trade	 Grand Underground - Grassland Cave, Sunlit Cavern, Swampy Cave, Bogsunk Cavern, Dazzling Cave, Stargleam Cavern (After obtaining the National Pokédex)	 Unobtainable	South Province: Area Three, Area FiveTera Raid Battles (3★, 4★)	South Province: Area Three, Area FiveTera Raid Battles (3★, 4★)
#0337	Lunatone	rock	psychic	['Levitate']	90	55	65	95	85	70								 Trade, Event	 Meteor Falls	 Trade, Event	Trade, Event	Trade, Event	 Trade	 Phenac Stadium (Shadow)	Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Sapphire)	Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Sapphire)	 Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Sapphire)	Safari Zone (Mountain with 15 Peak points)	Safari Zone (Mountain with 15 Peak points)	 Mountain	Route 13, Giant Chasm	Route 13, Giant Chasm	Routes 13 and 22, Giant Chasm	Routes 13 and 22, Giant Chasm	Glittering Cave	Glittering Cave	 Trade	 Meteor Falls	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	 Trade	 Giant's Cap, Route 8Stony Wilderness, Watchtower Ruins (Max Raid Battle)		 Trade	 Grand Underground - Dazzling Cave, Riverbank Cavern, Still-Water Cavern, Stargleam Cavern (After obtaining the National Pokédex)	 Unobtainable	Unobtainable	Unobtainable
#0338	Solrock	rock	psychic	['Levitate']	90	95	85	55	65	70								 Meteor Falls	 Trade, Event	 Meteor Falls	Trade, Event	Trade, Event	 Trade	 Citadark Isle (Shadow)	Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Ruby)	Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Ruby)	 Lake Verity, Lake Acuity, Lake Valor, Mt. Coronet, Sendoff Spring, Turnback Cave (Ruby)	Safari Zone (Wasteland with 42 Peak points)	Safari Zone (Wasteland with 42 Peak points)	 Mountain	Route 13, Giant Chasm	Route 13, Giant Chasm	Routes 13 and 22, Giant Chasm	Routes 13 and 22, Giant Chasm	Glittering Cave	Glittering Cave	 Meteor Falls	 Trade	Pokémon Bank	Pokémon Bank	Pokémon Bank	Pokémon Bank	Unobtainable	Unobtainable	 Giant's Cap, Route 8Stony Wilderness, Watchtower Ruins (Max Raid Battle)	 Trade		 Grand Underground - Dazzling Cave, Riverbank Cavern, Still-Water Cavern, Stargleam Cavern (After obtaining the National Pokédex)	 Trade	 Unobtainable	Unobtainable	Unobtainable
#0339	Barboach	water	ground	['Oblivious', 'Anticipation', 'Hydration']	50	48	43	46	41	60								Routes 111, 114, 120, Meteor Falls, Victory Road (Fishing)	Routes 111, 114, 120, Meteor Falls, Victory Road (Fishing)	 Routes 111, 114, 120, Meteor Falls, Victory Road (Fishing)	Trade	Trade	 Trade	 Trade	Routes 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Good Rod)	Routes 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Good Rod)	 Routes 205, 210, 225, 227, 228, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Good Rod)	Safari Zone (Super Rod in Marshland with 3 Waterside points, and with 4 Waterside points)	Safari Zone (Super Rod in Marshland with 3 Waterside points, and with 4 Waterside points)	 Pond	Route 8, Icirrus City, Moor of Icirrus (Fishing)	Route 8, Icirrus City, Moor of Icirrus (Fishing)	Route 8, Icirrus City, Moor of Icirrus (Fishing)	Route 8, Icirrus City, Moor of Icirrus (Fishing)	Route 14, Route 19 (Good Rod)	Route 14, Route 19 (Good Rod)	Routes 111, 114, 120, Meteor Falls, Victory Road, Scorched Slab (Good Rod or Super Rod)	Routes 111, 114, 120, Meteor Falls, Victory Road, Scorched Slab (Good Rod or Super Rod)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (Fishing)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (Fishing)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (Fishing)Trade Tentacool at Royal Avenue	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (Fishing)Trade Tentacool at Royal Avenue	Unobtainable	Unobtainable	Stony WildernessMotostoke, Galar Mine No. 2, Slumbering Weald (Fishing)North Lake Miloch, South Lake Miloch (Surfing and fishing)Bridge Field, Dusty Bowl, Rolling Fields, West Lake Axewell (Max Raid Battle)	Stony WildernessMotostoke, Galar Mine No. 2, Slumbering Weald (Fishing)North Lake Miloch, South Lake Miloch (Surfing and fishing)Bridge Field, Dusty Bowl, Rolling Fields, West Lake Axewell (Max Raid Battle)	 Soothing Wetlands (Fishing)Brawlers' Cave, Roaring-Sea Caves (Surfing)Giant's Bed, Giant's Foot, Ballimere Lake (Surfing and fishing)	Routes 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Good Rod)Grand Underground - Fountainspring Cave, Riverbank Cave, Still-Water Cavern, Swampy Cave, Bogsunk Cavern (After obtaining TM96 (Strength))	Routes 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Good Rod)Grand Underground - Fountainspring Cave, Riverbank Cave, Still-Water Cavern, Swampy Cave, Bogsunk Cavern (After obtaining TM96 (Strength))	 Gapejaw Bog, Lake Valor, Wayward Cave	South Province: Area Two, Area Four, Area FiveEast Province: Area Three, Tagtree ThicketWest Province: Area TwoTera Raid Battles (1★)	South Province: Area Two, Area Four, Area FiveEast Province: Area Three, Tagtree ThicketWest Province: Area TwoTera Raid Battles (1★)
#0340	Whiscash	water	ground	['Oblivious', 'Anticipation', 'Hydration']	110	78	73	76	71	60								Meteor Falls, Victory Road (Super Rod)	Meteor Falls, Victory Road (Super Rod)	 Meteor Falls, Victory Road (Super Rod)	Trade	Trade	 Trade	 Trade	Routes 205, 208, 210, 212, 227, and 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Super Rod)	Routes 205, 208, 210, 212, 227, and 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Super Rod)	 Route 228 (Good Rod)Routes 205, 210, 225, 227, and 228, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Super Rod)	Violet City (Swarm)	Violet City (Swarm)	 Pond	Route 8, Icirrus City, Moor of Icirrus (Fishing in rippling water)	Route 8, Icirrus City, Moor of Icirrus (Fishing in rippling water)	Route 8, Icirrus City, Moor of Icirrus (Fishing in rippling water)	Route 8, Icirrus City, Moor of Icirrus (Fishing in rippling water)	Routes 14 and 19 (Super Rod)	Routes 14 and 19 (Super Rod)	Meteor Falls (Super Rod)	Meteor Falls (Super Rod)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (SOS Battle)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (SOS Battle)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (SOS Battle)	Paniola Town, Poni Gauntlet, Poni Meadow, Seaward Cave, Vast Poni Canyon (SOS Battle)	Unobtainable	Unobtainable	Slumbering Weald (Fishing)North Lake Miloch, South Lake Miloch (Wanderer, Surfing)Bridge Field, Dusty Bowl, Rolling Fields, West Lake Axewell (Max Raid Battle)	Slumbering Weald (Fishing)North Lake Miloch, South Lake Miloch (Wanderer, Surfing)Bridge Field, Dusty Bowl, Rolling Fields, West Lake Axewell (Max Raid Battle)	 Soothing Wetlands, Giant's Bed, Giant's Foot, Ballimere Lake (Fishing)Giant's Bed (Wanderer, Surfing)Max Lair (Dynamax Adventure)	Routes 205, 208, 210, 212, 227, and 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Super Rod)Grand Underground - Fountainspring Cave, Riverbank Cave, Still-Water Cavern, Swampy Cave, Bogsunk Cavern (After obtaining TM99 (Waterfall))	Routes 205, 208, 210, 212, 227, and 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path (Super Rod)Grand Underground - Fountainspring Cave, Riverbank Cave, Still-Water Cavern, Swampy Cave, Bogsunk Cavern (After obtaining TM99 (Waterfall))	 Gapejaw Bog, Lake Valor, Wayward Cave	South Province: Area SixEast Province: Tagtree ThicketWest Province: Area ThreeNorth Province: Area One, Glaseado MountainTera Raid Battles (4★)	South Province: Area SixEast Province: Tagtree ThicketWest Province: Area ThreeNorth Province: Area One, Glaseado MountainTera Raid Battles (4★)
